webfileid,vehicle webid,event start,event end,event severity,target type,target,target_width,target_length,ego_width,ego_length
8956,1023,2509,2597,Near-Crash,Automobile,following vehicle,1.8,4.5,1.744,4.595
8957,1007,25830,25858,Near-Crash,Transit bus,vehicle in adjacent lane,2.6,11.5,1.695,4.42
8958,1007,6670,6701,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8961,1063,810,871,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.744,4.595
8962,1007,9566,9586,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8963,1029,16742,16810,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.763,4.836
8965,1029,13932,13976,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8966,1029,6245,6325,Near-Crash,Pickup truck,following vehicle,1.9,5.9,1.763,4.836
8967,1053,3588,3628,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8968,1008,1596,1642,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.78,4.785
8969,1008,7478,7527,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.78,4.785
8970,1035,1978,2083,Near-Crash,Single-unit straight truck: Multistop/Step Van,vehicle in adjacent lane,2.1,6.4,1.854,5.017
8971,1062,18945,18995,Near-Crash,Automobile,following vehicle,1.8,4.5,1.854,5.017
8974,1027,42793,42827,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.78,4.785
8975,1007,1,44,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8976,1007,3581,3636,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8977,2011,14207,14264,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.782,4.579
8979,1038,2537,2569,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8980,1038,3240,3303,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8981,1038,1799,1834,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8984,1020,7713,7764,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8985,1020,14617,14660,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
8986,1020,2103,2147,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8987,1034,32876,32903,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8988,1034,2465,2500,Near-Crash,Automobile,following vehicle,1.8,4.5,1.695,4.42
8989,1034,9149,9210,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8990,1051,3305,3342,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.744,4.595
8991,1051,3772,3811,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8992,1051,31015,31045,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8993,1047,1605,1662,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8994,1047,1785,1851,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.78,4.785
8995,1020,3925,3980,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8996,1020,4004,4047,Near-Crash,Automobile,following vehicle,1.8,4.5,1.744,4.595
8997,1020,107,177,Near-Crash,Van (minivan or standard van),following vehicle,2.1,5.5,1.744,4.595
8998,1020,638,673,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9000,1073,10216,10254,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
9001,1007,3520,3551,Near-Crash,Pickup truck,vehicle turning into another path (opposite direction),1.9,5.9,1.695,4.42
9002,1007,160,281,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
9003,1007,2801,2824,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.695,4.42
9004,1024,809,908,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.695,4.42
9005,1024,13195,13232,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.695,4.42
9006,1058,7650,7696,Near-Crash,Automobile,merging vehicle,1.8,4.5,1.763,4.836
9007,1072,4015,4041,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.695,4.42
9008,1016,9037,9071,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.763,4.836
9009,1072,16600,16634,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
9010,1076,22799,22831,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.78,4.785
9011,1047,2145,2190,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.78,4.785
9014,1059,4917,4962,Near-Crash,Automobile,following vehicle,1.8,4.5,1.854,5.017
9015,1078,2264,2293,Near-Crash,Automobile,vehicle turning into another path (opposite direction),1.8,4.5,1.854,5.017
9016,1016,13500,13577,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
9017,1016,18800,18844,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
9018,1018,3069,3147,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9019,1023,18264,18303,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.744,4.595
9020,1023,4543,4577,Near-Crash,Automobile,following vehicle,1.8,4.5,1.744,4.595
9021,1012,10429,10462,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
9022,1023,2385,2415,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
9024,1034,5770,5810,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
9025,1034,4718,4767,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
9026,1039,5206,5294,Near-Crash,Tractor-trailer: Enclosed box,vehicle in adjacent lane,2.6,22.5,1.78,4.785
9027,1039,12983,13120,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.78,4.785
9028,1050,9245,9273,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9029,1050,2874,2921,Near-Crash,Automobile,parked vehicle,1.8,4.5,1.763,4.836
9030,1061,20620,20655,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
9031,1035,33726,33779,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.854,5.017
9032,1030,5640,5691,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
9033,1030,2532,2570,Near-Crash,Automobile,following vehicle,1.8,4.5,1.78,4.785
9035,1063,40040,40085,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
9036,2004,16301,16341,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.782,4.579
9037,1053,9770,9845,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
9038,1006,238,267,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
9039,1053,15356,15402,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
9040,1037,34177,34216,Near-Crash,Sport Utility Vehicles,oncoming traffic,2.0,4.8,1.78,4.785
9041,1061,1842,1911,Near-Crash,Automobile,following vehicle,1.8,4.5,1.744,4.595
9042,1061,6007,6059,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
9043,2001,2941,2973,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.782,4.579
9044,1007,18268,18321,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
9045,1046,11445,11508,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9047,1007,2959,3071,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.695,4.42
9048,1032,3018,3063,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9049,1016,1984,2047,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.763,4.836
9050,1016,3846,3993,Near-Crash,Automobile,vehicle turning into another path (opposite direction),1.8,4.5,1.763,4.836
9051,1016,18173,18246,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
9052,1034,15547,15579,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
9053,1034,5245,5294,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
9054,1034,4469,4504,Near-Crash,School bus,oncoming traffic,2.4,10.5,1.695,4.42
9055,1034,3194,3224,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
9056,1034,9295,9345,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
9057,2006,13762,13787,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
9058,2006,2000,2030,Near-Crash,Automobile,following vehicle,1.8,4.5,1.782,4.579
9059,1076,2047,2075,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.78,4.785
9060,1076,13262,13325,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.78,4.785
9061,1072,25572,25614,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
9062,1044,34216,34283,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.763,4.836
9063,1023,8211,8294,Near-Crash,Tractor-trailer: Tank,merging vehicle,2.6,22.5,1.744,4.595
9064,1023,2107,2150,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
9065,1023,1107,1137,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
9066,1062,5231,5275,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.854,5.017
9067,1023,3581,3652,Near-Crash,Sport Utility Vehicles,following vehicle,2.0,4.8,1.744,4.595
9068,1023,5230,5256,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
9069,1023,4836,4893,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9070,1046,15227,15301,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
9072,1029,13930,13979,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.763,4.836
9073,1029,380,411,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9074,1029,13031,13085,Near-Crash,Van (minivan or standard van),following vehicle,2.1,5.5,1.763,4.836
9075,1029,808,862,Near-Crash,School bus,vehicle in adjacent lane,2.4,10.5,1.763,4.836
9077,1021,811,847,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
9078,1046,2372,2431,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
9079,1029,8304,8348,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
9080,1029,25805,25854,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9081,1031,525,559,Near-Crash,Automobile,Single vehicle conflict,1.8,4.5,1.763,4.836
9082,1068,615,664,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
9083,1063,41337,41379,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
9084,1063,2490,2535,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.744,4.595
9085,1063,4260,4325,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
9086,1009,85925,85991,Near-Crash,Automobile,following vehicle,1.8,4.5,1.854,5.017
9087,1009,130391,130439,Near-Crash,Sport Utility Vehicles,following vehicle,2.0,4.8,1.854,5.017
9088,1009,6980,7024,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.854,5.017
9089,1029,7567,7613,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9090,1029,4170,4219,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9091,1029,3038,3089,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9092,1029,4250,4297,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
9093,1029,609,660,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
9094,1029,38720,38773,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.763,4.836
9095,1029,10541,10586,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction),2.0,4.8,1.763,4.836
9097,1063,3478,3525,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9098,1063,2788,2825,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9099,1001,53254,53371,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.854,5.017
9100,1049,27845,27906,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.744,4.595
9101,1023,9715,9807,Near-Crash,Single-unit straight truck: Box,lead vehicle,2.4,7.3,1.744,4.595
9102,1066,4457,4530,Near-Crash,Sport Utility Vehicles,oncoming traffic,2.0,4.8,1.695,4.42
9104,1017,4865,4907,Near-Crash,Sport Utility Vehicles,vehicle turning across another path (opposite direction),2.0,4.8,1.763,4.836
9105,1017,6219,6243,Near-Crash,Transit bus,lead vehicle,2.6,11.5,1.763,4.836
9107,1017,327,377,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
9108,1017,7281,7321,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9109,1017,4330,4375,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.763,4.836
9110,1017,3276,3326,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
9111,1020,913,941,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9112,1020,4484,4527,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9113,1020,8000,8055,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9114,2004,3748,3835,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
9115,1020,3040,3076,Near-Crash,Other vehicle type,oncoming traffic,1.8,4.5,1.744,4.595
9116,1020,5219,5268,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.744,4.595
9118,1020,7539,7612,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.744,4.595
9120,1020,8548,8649,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
9121,1020,14607,14692,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
9122,1020,12539,12592,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
