event_id,event_description
8702,"Subject driver is on the interstate and is trying to merge into a right lane of traffic where that roadway has just gone from two lanes to one and is merging onto the interstate.   The subject driver is merging in front of a bus and can't see the automobile to the bus's right that doesn't have any lane left and is trying to get in front of the bus.  When the subject driver sees the automobile, he steers to the left a little and then gets in front of the bus."
8703,Subject driver is driving on the interstate and changing to a left lane.  She cuts in too close in front of another vehicle.
8704,"Subject driver is beginning to drive on to an exit/entrance ramp that curves to the right.  As she enters the ramp, she holds up a bag of snack food and pours it into her mouth.  The vehicle goes off onto the right shoulder and nearly hits the guardrail on the right."
8705,"Subject driver was driving 50 mph on a wet open country roadway.  He applies his brakes for an upcoming curve and loses control of the vehicle on the slick roadway.  He almost hits a vehicle in the on-coming lane, but regains control of his vehicle in time."
8706,"Drowsy subject driver is driving straight, at a constant speed and four deer cross in front of his vehicle.  Subject driver has to brake hard to avoid hitting the animals  There are two more deer that cross in front of the subject driver at the last second, so the subject driver presses on his brake extra hard."
8707,"Subject driver is doing something with the display panel and has his left hand through the steering wheel.  While he is looking down at the display, the vehicle drifts left and he nearly hits the median on his left."
8708,"Subject driver dials a number on his cell phone and then puts cell phone down and is holding an 8x11 piece of paper..  While he puts the phone down, he changes into the right lane, which had just ""formed"".  He then glances in his rearview mirror because he sort of cuts a truck off that is behind him.  The van in front of him has stopped.  the lead vehicle decelerates a t a fast rate than subject driver was initially aware of."
8709,Subject driver has been driving at 88 mph on a three lane divided roadway and has to stop quickly for a red light.  There are vehicles turning left across her path when she stops at the light.  She goes into the intersection a little bit.
8710,Subject driver is holding a notebook in her right hand.  She is passing a tow truck on the left hand side that is stopped and the lead vehicle has just put on their brakes.  The subject driver has to pass the tow truck while a van is in the right lane and the lead vehicle is slowing down.
8711,"Subject driver was in stop and go traffic, and looking down at her lap when the lead vehicle stops.  By the time the subject driver looked up she had to brake hard to avoid hitting the lead vehicle"
8712,Subject driver is driving through a junction and appears distracted with a passenger and a dog in her vehicle.  The median on the left ends at the start of the junction and starts up again on the other side. She appears drowsy and looks down as she is going through the junction.  As she approaches the end of the junction she hits the median on the left.
8713,Subject driver has to stop suddenly to avoid hitting a vehicle that has stopped suddenly in front of him.  The following vehicle cannot stop in time and hits the subject's vehicle.
8714,Subject driver is decelerating with his left turn signal on.  Subject driver stops at an intersection and the truck behind him must quickly come to a stop behind him.
8715,"Subject driver is driving up to an intersection.  There is a pedestrian walking from the left to the right side of the street, but the subject driver can't see her because a van is blocking the view.  When the subject driver finally sees her, he stops suddenly."
8716,Subject driver is drowsy and appears to be nodding off.  The lead vehicle decelerates as it comes near the merge area.  The subject vehicle nearly hits the lead vehicle in the rear.
8717,Subject driver is turning left at an intersection.  He has a cigarette in his left hand and is just using his right hand to turn the wheel.  He makes a wide turn and hits the curb on the right of the road he turns onto
8718,It is nighttime and subject driver is driving a constant speed when vehicle 2 in the right lane cuts in front of subject driver. Subject driver has to suddenly apply his brakes to avoid hitting vehicle 2.
8719,"Subject driver is approaching a green light at an intersection.  As he is continuing through the intersection, a vehicle approaches from the road on the subject driver's right and makes a right turn, cutting the subject driver off.  The subject vehicle nearly hits the approaching vehicle."
8720,Subject driver is pulling into a parking garage that has a bar that comes down to keep drivers from entering.  He has a device in his hand that electronically signals the bar to open.  A vehicle in front of subject's vehicle enters when the bar is up and subject driver follows that vehicle.  The bar comes down on subject vehicle.
8721,It is nighttime and subject driver is talking on her cell phone.  The lead vehicle decelerates at a faster rate than the subject driver was initially ware of and almost hits vehicle 2.
8722,It is nighttime and subject driver is talking on her cell phone.  The lead vehicle decelerates at a faster rate than the subject driver was initially ware of and then the lead vehicle stops.
8723,"Subject driver has just merged onto a new roadway and is in the right lane, she starts to change into the middle lane, but a vehicle in the far left lane a little behind her starts to merge into that lane as well.  Subject driver veers back into her lane and let's the other vehicle pass in front of her."
8724,Subject driver appears drowsy and distracted.  The vehicle drifts off on the right side of the road.
8725,It is nighttime and subject driver is turning right behind the lead vehicle.  Lead vehicle decelerates at a faster rate than subject driver was initially aware of and subject driver almost rear-ends the lead vehicle.
8726,It is nighttime and subject driver is turning right behind the lead vehicle.  Lead vehicle decelerates at a faster rate than subject driver was initially aware of and subject driver almost rear-ends the lead vehicle.
8727,"Subject driver is driving on a divided three lane roadway and has just passed a vehicle by using the right lane and is trying to get back into the middle lane, but a vehicle in the far left lane is changing into the middle lane as well.  The subject driver must apply his brakes or he will hit the vehicle in front of him in the right lane and wait for the other driver to finish changing into the middle lane before he can complete his lane change."
8728,Subject driver is driving with her sun visor down and a lot of glare coming through the front windshield.  The lead vehicle is slowing down and subject driver has to suddenly apply her brakes to keep from hitting the lead vehicle.
8729,Subject driver glances out the left window and her rearview mirror while the lead vehicle is braking.  Inopportune glance.
8730,"Subject driver was driving through intersection.  He had no traffic sign.  Driver 2, who is to the subject driver's left, starts to drive through intersection and he had a stop sign.  It looked to me like driver 2 was driving straight not turning right.  He was not all the way over to the right side of road like you would be if turning right.  there is no forward view video."
8731,Subject driver is making a left turn onto a two lane divided roadway.  A vehicle in the left lane is also making a left turn and tries to make the turn getting into the far right lane that the subject driver is in.  The subject driver applies his brake and lets the other vehicle go ahead of him to avoid being sideswiped.
8732,"Subject driver is at a stop sign waiting to check traffic to make a right turn.  A lead vehicle is in the same wide lane, but is over to the left side of the lane with his left blinker on.  Subject driver starts to move forward to turn right, when the vehicle in front and to the left then makes a right turn as well.  the subject driver has to stop suddenly to avoid hitting this other vehicle turning right."
8733,Subject driver is smoking at night and parallel parking.  He hits the parked vehicle in front of him while parking.
8734,Subject driver  has just changed lanes into the right lane and the lead vehicle puts on his brakes to get into the left lane (that the subject driver has just gotten out of).  Subject driver almost hits the lead vehicle.
8735,It is raining and a truck pulls out from a side street turning left in front of the subject driver.  The subject driver steers to the right and brakes to avoid hitting the turning vehicle.
8736,Subject driver is reaching for what appears to be a cell phone charger.  She takes both hands off the wheel and looks away from the road to obtain the object.  The vehicle drifts  to the right and nearly hits a boat loaded on a trailer that is parked on the right side of the road.
8737,Subject driver has just finished dialing her cell phone and has the phone up to her ear when the lead vehicle applies their brakes.  Subject driver is glancing at her phone.  Inopportune glance.
8738,The subject driver has just entered a parking lot and a vehicle to his right pulls out in front of him and drives in the same direction that the subject driver is driving.
8739,Lead vehicle stops at an intersection with a blinking yellow light (not red).  Subject vehicle nearly hits lead vehicle in the rear.
8740,"Subject driver is driving on a 3 lane undivided roadway.  He is straddling the two lanes going in his direction (one is a right turn lane).  He appears lost as he is looking for a street sign at an intersection.  He comes to a complete stop at the  intersection while straddling the two lanes.  A vehicle in the left hand lane must brake and steer to the left into the on coming traffic lane to get around him.  A second car behind that car, slows down and comes to a stop to the subject driver's left side of the vehicle."
8741,There are two left turn lanes with the subject driver in the far left lane.  Vehicle 2 in the left turn lane to the right of the subject's vehicle starts to turn left and cuts the subject driver off.
8742,Subject driver is driving at a constant speed when lead vehicle slows down and stops.  Subject driver decelerates and drives around the lead vehicle on the right shoulder to get around him.
8743,Subject driver is going straight driving a constant speed when the lead vehicle starts to decelerate.  The lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8744,"It is raining and the subject driver is driving on a two lane divided roadway in the left lane, when a vehicle in the turn lane tries to change into the left lane nearly sideswiping the subject driver's vehicle."
8745,"Subject driver  was in left turn lane, but was trying to get into the right lane.  She was looking out her right window to see if she could change lanes.  Cars going the opposite direction saw the straight ahead lanes were clear and started to turn left while subject driver was starting to get into right lane and accelerating.  Inopportune glance."
8746,It is night time and the lead vehicle is turning left.  A vehicle is turning left from the opposite direction and the subject driver must brake to avoid hitting the turning vehicle.
8747,"The subject driver is passing an intersection and a vehicle on the right tries to pull out.  The subject driver steers to the left a little to avoid the vehicle pulls out, but in doing so almost sideswipes a vehicle in the left lane.  He has a passenger in the vehicle with him."
8748,Subject driver is in a left turn lane and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8749,Subject driver is driving in the rain and the lead vehicle has just stopped.  The subject driver is slow to react to the stopped vehicle and has to put on his brakes and steer to the right a little to avoid hitting the lead vehicle.
8750,Subject driver is talking with passengers in the vehicle and makes an illegal U-turn.  He turns wide and ends up off the road on the right (heading opposite direction).  As he re-enters the roadway (headed back the way he originally came) he hits a hole or a rut on the edge of the road.
8751,"Subject driver is talking to passenger(s), adjusting the radio, and looks at something inside the vehicle at an inopportune time.  As he drives past a driveway on the right, the vehicle drifts to the right into the driveway.  As the main road continues past the driveway, it narrows and the vehicle is off the road.  Changed ""relation to junction variable"" after reviewing satellite map."
8752,"It is nighttime and the subject driver is changing into the left lane, but then she appears to realize she doesn't have enough headway to slow down due to the lead vehicle being in the lane she is trying to change into, so she moves back into the right lane."
8753,"Subject driver is trying to change into a right lane, but another vehicle in a far right lane is trying to merge into that middle lane as well.  Subject driver must apply her brakes and steer back to the left to avoid rear-ending the other vehicle."
8754,Subject driver is decelerating before a toll booth and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8755,Subject driver is driving around a curve and the lead vehicle who is in the right lane encroaches into the subject driver's lane. Subject driver has to apply her brakes and the lead vehicle moves back into the right lane.
8756,Subject driver was turning left at an intersection.  A cat was crossing the road the subject driver was turning onto and the subject driver stopped while making the turn to avoid  hitting the cat.
8757,Subject driver was driving around a curve and headlights illuminated a cat on the right side of the roadway.  Driver stopped the avoid hitting the animal .
8758,"Subject driver is looking at his laptop located in the passenger seat and also talking to a passenger.  The vehicle drifts over the white line to the right edge of the road, just before a driveway.  Changed ""relation to junction variable"" after reviewing satellite map."
8759,"Subject driver was waiting to make a left turn into parking lot.  When oncoming traffic cleared, she started to turn left into parking lot.  Driver 2 was waiting for traffic to clear to make a right turn out of the same parking lot.  Driver 2's exit from parking lot was a little before Subject driver's entrance."
8760,Two lanes of traffic are turning left.  Subject driver is in right lane and with Driver 2 in left hand turn lane.  Subject driver cuts turn too sharply and then continues to get in the left lane even though Driver 2 is in that lane.
8761,"Subject driver is talking on her cell phone and driving a constant speed when the lead vehicle, a flat bed truck, starts to decelerate."
8762,"Subject driver is driving in the far right lane of a four lane undivided roadway, when the automobile in the left lane tries to change into the subject driver's lane almost sideswiping her.  The subject driver must apply her brakes and steer right while the other vehicle steers left to avoid hitting each other."
8763,"Subject driver stops in left lane with a stopped car ahead.  Subject driver then gets  in right lane to pass the stopped car and tries getting back in left lane.  The stopped  car had started accelerating, with the  subject driver  trying to get back in left lane to avoid a parked car in right lane, so subject sideswiped car in left lane."
8764,"Subject driver is on an entrance ramp and glancing out his left window to see if he can merge onto highway.  The lead vehicle is slowing down and while the subject driver is looking out the window, the lead vehicle stops."
8765,Subject driver hits patch of ice on the roadway and vehicle slides over double lane line on the left.  Subject driver overcorrects and vehicle swerves across right lane and off onto right shoulder hitting the guardrail.  Video data is only available for the exterior forward and exterior rear view.
8766,Subject was merging onto a roadway and a vehicle in the adjacent left lane is trying to change into the subject driver's lane. The subject driver must put on her brakes to avoid being sideswiped by the other vehicle.
8767,Vehicle 2 makes a left turn across subject driver's path causing subject driver  to brake to avoid a collision.  The lead vehicle (vehicle 3) was obstructing both vehicles' view so they may not have seen each other.
8768,"Subject driver is just leaving a parallel parking space right by an intersection.  She approaches the intersection and starts to pull out to turn left, when a vehicle to her left goes through the intersection.  The subject driver must brake hard to avoid hitting the other vehicle.  she is eating without utensils."
8769,"Subject driver is on a two lane road with parallel parked vehicles on either side.  A vehicle begins to exit a parallel parking spot on the right side as the subject vehicle approaches.  The subject vehicle nearly hits the other vehicle.  Changed the following variables after using satellite map to confirm that the other vehicle was leaving a parked position, not a parking lot or intersection:  Precipitating Event, Relation to Junction, Vehicle 2 Maneuver"
8770,"Subject driver is in a line of cars waiting at a stop sign to turn left.    She has a passenger in the vehicle with her, and is rubbing her chin and lips. The lead vehicle moves up and then stops.  The subject moves up and seems distracted and doesn't see that the vehicle in front is stopped."
8771,"Subject driver is in the process of merging onto a divided two lane roadway and  getting into the left hand lane.  The lead vehicle is in the left hand lane of that roadway, but is trying to change into the right hand lane.  The lead vehicle puts on his brakes to change lanes and the subject driver almost hits him."
8772,"Subject driver is in the left lane.  As she begins to change lanes into the right lane, the lead vehicle pulls out of a parking lot on the right into the right lane that the subject driver is changing into."
8773,Subject driver was decelerating and glanced in rear view mirror when the lead vehicle puts on his brakes.  Inopportune glance.
8774,NONE AVAILABLE--source file corrupted
8775,Subject driver is drowsy and decelerating and lead vehicle decelerates at a faster rate than the subject driver.
8776,Subject driver has a child in the rear seat and is talking to her/him and lead vehicle is slowing down to a stop.  The lead vehicle is decelerating at a faster rate than the subject driver was initially aware of.
8777,The lead vehicle is decelerating at a faster rate than the subject driver was initially aware of and she almost hits the lead vehicle.
8778,Subject driver is coming around a left curve and momentarily loses control.  The vehicle veers off the right side of the road.
8779,The lead vehicle decelerates and stops at a faster rate than the subject driver was initially aware of.
8780,Subject driver is driving on the interstate when a vehicle in a right entrance/exit ramp tries merging into the subject driver's lane almost sideswiping the subject driver.  The subject driver must brake and steer left to avoid being hit .
8781,Subject driver is braking and chewing on a finger nail.  The lead vehicle is braking as well and then decelerates at a rate faster than the subject driver was initially aware of.
8782,"Subject driver is driving on a divided two lane roadway.  The right lane she is driving in is very wide.  She is trying to pass a car on the right since the lane is so wide and the lead vehicle who is ahead and to the left of her, applies his brakes and steers to the right in front of the subject driver's vehicle.  Right where the incident happens the road becomes three lanes."
8783,Subject driver is driving in heavy traffic going approximately 9 mph and is looking in left side mirror trying to get into left lane when the lead vehicle applies his brakes and stops in front of him.
8784,Lead vehicle is in the left hand lane of a divided two lane roadway and changes into the right lane directly in front of the subject vehicle.  The subject driver applies his brakes and honks his horn and lead vehicle continues to change lanes.
8785,Subject driver is glancing out her left window and mirror to see if she can change into the left lane.  A van is in the left lane behind her.  The subject driver changes into the left lane too close in front of the van and a tractor trailer in the far left lane is trying to get into the right lane (the lane the driver just changed into).  the subject driver puts on her brakes not sure of what the tractor trailer is going to do and the rear vehicle almost hits the subject driver.
8786,Subject driver is accelerating changing into a left hand lane.  He is trying to get around a van that is driving more slowly than the subject driver wants to drive.  He cuts off the vehicle in the left lane behind him when he makes the lane change.
8787,"Subject driver has just merged into traffic lane and the lead vehicle slows down and stops for stopped traffic up ahead.  While lead vehicle is slowing down, subject driver is looking out his left rear view mirror and doesn't see that lead vehicle is slowing down at a faster rate of speed."
8788,Lead vehicle is in the left hand lane and crosses over into the right lane directly in front of the subject's vehicle.  Subject driver is talking on the phone at the time.
8789,"After changing into the right lane on an interstate, subject driver is driving in another vehicle's blind spot.  The other vehicle begins moving into subject driver's lane without signaling.  When subject driver notices the unexpected maneuver, he quickly swerves onto the shoulder."
8790,"Subject driver is distracted (appears lost in thought and talking or singing  to herself), and briefly looks down.  The lead vehicle comes to a sudden stop.  When subject driver looks up and realizes that the lead vehicle is stopping she steers right to avoid the lead vehicle, and then runs off the right side of road, hitting a telephone pole.  The airbag deploys."
8791,Subject driver is drowsy and both the lead vehicle and subject driver are decelerating.  Lead vehicle then decelerates at a faster rate than subject driver was initially aware of.
8792,"There must be something in the roadway, but it can't be seen on the video.  You can see the car run over something and the driver, who was looking out his left window, immediately looks forward and steers little bit to the right.  He then looks in his left side mirror to try and see what it was.  Not possible to determine if animal or object."
8793,Subject driver is driving at night.  Lead vehicle decelerates at a faster rate than subject driver was initially aware of.
8794,A piece of metal or other debris flew up and hit the subject driver's windshield.  The subject driver  brakes.  No video of the face and over the shoulder cameras  because they are not working properly.
8795,The subject driver decelerates rapidly to make a left turn up ahead and the following vehicle is slow to respond and almost hits the subject's vehicle in the rear.  There is no video of the driver's face or interior.
8796,The subject driver is on an entrance ramp and driving too fast given the circumstances and must slow down quickly and come to a stop to avoid sideswiping a vehicle that is passing to the subject driver's left.
8797,The subject driver decelerates rapidly to stop for a red light and the following vehicle is slow to respond and almost hits the subject's vehicle
8798,Subject driver has just changed from a right lane to the left lane and approaching an intersection.  A vehicle turning left across the subject driver's path cuts the turn too sharply and the subject driver must brake suddenly to avoid hitting the other vehicle.
8799,Subject driver is drowsy. Lead vehicle slows to a stop  and subject driver is slow to respond.  Subject vehicle nearly hits lead vehicle in the rear.
8800,Subject driver is checking traffic out his left window to see if he can make a right turn on red.  He starts to move forward and doesn't see the pedestrian that has started to cross the road from the right.  The subject driver must suddenly apply his brakes to avoid hitting the person.  Inopportune glance.
8801,Vehicle 2 attempts to make a left turn in front of subject driver causing subject driver  to brake and steer left to avoid a collision. There is a parked vehicle to the driver's right that is obstructing the subject driver's view.
8802,Our subject had to brake and steer to the right to avoid a subject who attempted to change into his lane.
8803,It is night time and a pedestrian walks out in from between two parked vehicles on the subject driver's right side.  The subject driver must brake and steer to the left to avoid hitting the pedestrian.
8804,Subject driver is driving at night and has just changed into the right hand lane.  The lead vehicle is in the left hand lane and decides to change into the right lane as well.  The subject driver almost rear-ends the car changing lanes in front of her.  She applies her horn and the lead vehicle swerves back into his lane. There is a passenger in the seat adjacent to the subject driver.
8805,It is night and subject driver is decelerating when the lead vehicle in the left lane tries to get in front of the subject's vehicle in the right lane.
8806,Subject driver has a passenger in the adjacent seat and is waiting behind two other vehicles all making left hand turns.  The lead vehicle in front of the subject driver starts to go and then abruptly stops.  The subject driver starts to move forwards when the lead vehicle does and then is delayed in stopping when the lead vehicle does.
8807,It is nighttime and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8808,Subject driver is tuning her radio and approaching an intersection in a parking lot when a vehicle to her right starts to enter the intersection.  It is night time and raining.  Subject driver must stop to avoid hitting the turning vehicle.
8809,It is nighttime and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8810,"It is night time and both the lead vehicle and subject vehicle are decelerating.  The subject driver glances in her rear view mirror and is singing and then glances back at the forward roadway, then the lead vehicle starts to decelerate at a faster rate than the subject driver."
8811,It is night time and the subject driver pulls up to a curb to park.  He pulls forward and the front of the driver's vehicle hits a mound of snow that is on the roadway.  The subject driver then backs off the mound of snow and parks.
8812,"Subject driver appears drowsy and possibly under the influence of drugs or alcohol.  He falls asleep and the vehicle drifts off the right side of the road, nearly hitting a parked vehicle.  Then the vehicle goes up onto the curb.  The vehicle travels on the curb hitting a mailbox before returning to the roadway and nearly hitting another parked vehicle."
8813,The subject driver decelerates rapidly to stop for a red light and the following vehicle is slow to respond and almost hits the subject's vehicle
8814,Subject driver is stopped at a red light while vehicles from the other direction are turning left.  His light turns green and one more vehicle decides to turn left.  The subject driver must stop suddenly to avoid hitting the turning vehicle.
8815,"Subject driver is reaching for  her sunglasses in response to sunlight glare.  As she looks away, the lead vehicle stops and the subject vehicle nearly hits the lead vehicle in the rear."
8816,"It appears that the subject driver is tired of waiting for a stopped lead vehicle to merge into interstate, so subject driver merges by crossing over the solid white merge line before the two cars ahead of her have merged.  Then as she was accelerating and passing  the vehicles, the first vehicle started to merge into the subject vehicle."
8817,"Driver has just pulled out of a parking spot at a gas station parking lot and waited for another car who is also pulling out of a spot to move out of his way.  Driver 2 is  waiting on the other side of the vehicle pulling out of the parking spot.  When the person pulling out of the spot leaves, the two cars waiting start to drive towards each other and almost hit."
8818,"Subject driver is backing up in a parking lot to turn around.  At first she is glancing out her left window to see behind her. Then, while she is still backing up, she looks forward again.  While she is looking forward and the vehicle is still moving backwards, she hits something behind her."
8819,the lead vehicle pulls in front of subject driver not giving the subject vehicle much room between the two vehicles.  The lead vehicle then puts on his brakes and stops to avoid a vehicle in front of him and subject vehicle almost rear-ends him.
8820,"The lead vehicle has decelerated and stopped at a traffic light.  The subject driver who has the sun visor down due to glare, is slow in responding and almost rear-ends the lead vehicle."
8821,The lead vehicle applies his brakes and the subject driver is slow to respond.
8822,Subject driver appears drowsy and is making a left turn.  She cuts the corner on the left turn  and the vehicle hits the median on the left of the road she turns on to.
8823,It is night time and the subject driver is talking on a cell phone.  The lead vehicle applies his brakes and the subject driver is slow to respond.
8824,"Subject driver is drowsy and driving in the middle lane of a three lane divided roadway, when the vehicle in the right lane tries to change into the subject driver's lane.  She almost gets sideswipes, but steers to the left to avoid being hit.  She also has to avoid a vehicle that is stopped in the left hand lane."
8825,"Subject driver is driving 9 mph in a parking lot and glances out her left window at a pedestrian.  Right when she glances back to the forward roadway, a vehicle to her right starts to back out of a parking lot space."
8826,"Subject driver is in the left hand lane of a divided two lane roadway with glare.  The lead vehicle is in the left lane, stopped, waiting to make a left hand turn.  Subject driver slows a little, but is still driving 36 mph and moves into the right lane a little to get around the stopped vehicle.  there is a vehicle in the right lane that has just passed her."
8827,"Subject driver is talking on his cell phone when traffic in front of him begins to slow.  The lead vehicle brakes and decelerates rapidly.  It appears that the subject driver is looking past the lead vehicle as he brakes and slows down before the lead vehicle brake lights come on.  The subject vehicle nearly hits the lead vehicle in the rear.   The subject driver steers to the right to avoid collision with the lead vehicle and the following vehicle (in the right lane the subject driver moved into), nearly hits the subject driver in the rear."
8828,Subject driver is decelerating and changing into the right hand lane between two vehicles.  He cuts in close between the two vehicles and the following vehicle must quickly decelerate and change into the left lane to avoid hitting the subject's vehicle.
8829,Subject driver is glancing at his radio.  The lead vehicle is decelerating at an intersection waiting to turn left.  By the time the subject driver notices the lead vehicle he has to suddenly apply his brakes and steer to the right to avoid hitting the lead vehicle.  Inopportune glance.
8830,Subject driver keeps glancing inside vehicle and adjusting the radio and doesn't see that the lead vehicle is slowing down and stopping at a stop sign.   Inopportune glance.
8831,It is nighttime and the subject driver is driving on a three lane undivided roadway.  there are two lanes in either direction and a third lane that is a right turn lane.  The subject driver is in the left lane when the vehicle in the right lane starts to change into the subject driver's lane.  The subject driver applies his brakes and steers to the left a little to avoid being hit.
8832,Subject driver is looking down and writing while stopped at a stop light.  She releases her brakes apparently in response to traffic moving next to her; however the lead vehicle is still stopped at the light.  She looks up as the subject vehicle begins moving.  The subject vehicle nearly hits the lead vehicle in the rear.
8833,"Subject driver is starting to make a left turn after having stopped for a traffic signal, when a vehicle heading in the opposite direction starts to accelerate after having stopped for the same traffic signal.  It is unclear from the video if the subject driver had a left turn only signal or not.  there is a passenger in the adjacent seat."
8834,Subject driver is making a left turn when a vehicle traveling in the opposite direction goes through the intersection.  Subject driver must stop to avoid hitting this vehicle.
8835,It is night time and the lead vehicle decelerates and stops ahead due to traffic in front of him.  The subject driver must brake suddenly and steer to the right to avoid hitting the lead vehicle.
8836,Subject driver is driving in the left lane.  The median to his left has snow plowed against it in places.  It appears that the vehicle hits either the median on the left or snow covering it.  Video data is missing for the forward view.
8837,It is night time and the subject driver is accelerating when he hits a patch of ice on the roadway.  He decelerates and regains control of the vehicle.
8838,Subject driver is accelerating driving 15 mph following the lead vehicle.  The lead vehicle suddenly brakes and comes to a complete stop and so the subject driver must do the same to avoid hitting the lead vehicle.
8839,"Subject driver is driving at night and the lead vehicle enters the roadway in front of the subject driver from the right side, from a cross street.  Subject driver must apply his brakes to avoid hitting the lead vehicle."
8840,It is night time and the subject driver is accelerating to 54 mph and has a green light at an intersection.  The lead vehicle is turning right on red into the subject vehicle's path at that intersection.  Subject driver must put on brakes and change lanes to avoid hitting the lead vehicle.
8841,It is nighttime and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.  The subject driver glances out his right window while the lead vehicle is decelerating.  Inopportune glance.
8842,"Road goes from one lane to one lane plus right turn lane.  Lead vehicle which is a motorcycle and subject driver veer to the right lane, but then the subject driver steers to the left lane to pass the lead vehicle. slows down and veers to the right turn lane to make a right hand turn.  Subject stays behind Driver 2 and then veers to the left lane."
8843,Subject driver is picking her teeth and lead vehicle starts to decelerate .  Subject vehicle almost hits lead vehicle in the rear.
8844,Subject driver  is in the process of applying make-up and doesn't see lead vehicle slowing down up ahead.
8845,Subject driver has just changed into the left hand lane to pass some slower vehicles and the lead vehicle that was in the right hand lane tries to change lanes into the left hand lane as well.
8846,A vehicle in front of the subject vehicle is entering a parking lot on the right side of the road and its rear bumper is sticking out on the road. The subject is steering around to avoid that vehicle while there is one more vehicle to the subjects left.
8847,Lead vehicle puts on his brakes and cuts in front of subject's vehicle and then slows down rapidly.  Subject driver has to brake and steer to the left off of the roadway.  There are other vehicle ahead that have had to steer off of the roadway as well.
8848,"Subject driver changed from a turning lane to a straight ahead lane over a solid white line with no turn signal.  The vehicle ahead of him in the straight ahead lane slowed down to a stop, while the subject did not reduce his speed.  He then had to stop suddenly to avoid hitting the lead vehicle."
8849,"The lead vehicle, a dump truck, changes lanes in front of the subject's vehicle and she has to slow down to avoid hitting the lead vehicle."
8850,Subject driver is turning left as is the adjacent vehicle in the left lane.  The adjacent vehicle tries to then change into the right lane where the subject vehicle is.  The subject driver applies his brakes and steers right to avoid the other vehicle.
8851,It is night time and the subject driver has just changed lanes and then the lead vehicle started to change lanes into the subject's lane.
8852,It is night time and the lead vehicle is slowing down in front of subject's vehicle.  Subject driver is decelerating as well and then changes into the right hand lane to avoid the lead vehicle.
8853,It is night time and the lead vehicle decelerates and stops ahead due to traffic in front of him.  The subject driver must brake suddenly to avoid hitting the lead vehicle.
8854,Subject driver is going 51 mph and following the lead vehicle rather closely.  The lead vehicle applies his brakes and the subject driver must decelerate rapidly to avoid hitting the lead vehicle.  The following vehicle must also slow down suddenly and nearly rear ends the subject's vehicle before swerving into the right lane to avoid a collision.
8855,It is night time and the lead vehicle has a blinker on and is trying to merge into the left lane.  The lead vehicle starts to accelerate and merge into the left lane.  The subject driver also starts to accelerate and then the lead vehicle slows down before completing the lane change.  Subject driver must decelerate and steer to the right to avoid hitting the lead vehicle.
8856,It is dark out and a vehicle is spinning around the roadway to the subject driver's left.  The subject driver has just merged onto the interstate.  It spins into our subject driver's lane and the subject driver hits the rear of the vehicle.
8857,There is a lot of glare coming through the windshield and subject driver is straddling two lanes of a three lane divided roadway.  He comes upon a  line of stopped vehicle in the right lane and must brake and steer into the left lane to avoid sideswiping the stopped vehicle.
8858,The subject driver appears a little lost and stops abruptly about 10 feet before a yield sign.  The automobile behind him must stop suddenly to avoid hitting the subject's vehicle.
8859,vehicle 2 was making a left turn into a parking lot as the subject driver is moving through the parking lot.  Subject driver nearly hit the vehicle.
8860,Subject driver is talking on the phone and  turning right at an intersection.  He over steers and hits the right curb on the road he turns on to.
8861,"Subject driver is talking on a cell phone via an earpiece.  There is a lot of glare.  Both the lead vehicle and subject vehicle are decelerating, but the lead vehicle is decelerating at a faster rate than the subject driver was initially aware of. Subject vehicle nearly hits lead vehicle in the rear."
8862,Subject driver keeps glancing at his gear shift and is following the lead vehicle quite closely.  The lead vehicle applies his brakes and the subject driver is slow to respond.
8863,The subject driver has just glanced at her rear view mirror and the lead vehicle slows down in front of her.  She must apply her brakes to avoid hitting him.  There is also a lot of glare and shadows.  Inopportune glance.
8864,"It is night time and the lead vehicle applies brakes.  Subject driver drowsy, driving over the speed limit and is following too closelyly and applies her brakes steering to the left shoulder to avoid hitting the lead vehicle."
8865,"It is night time and raining and subject driver is glancing in his rear view mirror.  While he is doing so, the lead vehicle decelerates at a faster rate than the subject driver."
8866,"Subject driver has just changed lanes into the left lane on a one way, two lane roadway when the lead vehicle to her right, starts to change into the left lane in front of her."
8867,"Subject vehicle is distracted by a passenger in the adjacent seat and is in the right lane going around a curve.  Subject realizes too late that her lane is blocked by barrels.  Subject vehicle changes quickly into left lane, where the lead vehicle is stopped ahead.  Subject has to brake hard to avoid hitting the lead vehicle in the rear."
8868,Subject driver is talking with passenger in adjacent seat while following a line of vehicles as they approach a stop sign at a parking lot exit.  Subject driver continues to drive forward after lead vehicle has stopped at the stop sign.  The subject vehicle nearly hits the lead vehicle in the rear.
8869,Subject driver is forced to change from the middle lane to the left lane because of a minivan encroaching on her lane from the right.
8870,Subject driver is drowsy and falling asleep while driving.  The lead vehicle is stopped at a stop light and the subject vehicle nearly hits the lead vehicle in the rear.
8871,It is night time and subject driver is glancing at and dialing his cell phone when the lead vehicle brakes in front of him.
